Tileset,MetatileID,HexID,BehaviorID,BehaviorName,Terrain,Flags,RawHex
primary/general,170,0x00AA,0,MB_NORMAL,16,0,0x1000
primary/general,171,0x00AB,0,MB_NORMAL,16,0,0x1000
primary/general,172,0x00AC,0,MB_NORMAL,16,0,0x1000
primary/general,173,0x00AD,63,MB_JUMP_SOUTHWEST,16,0,0x103F
primary/general,174,0x00AE,62,MB_JUMP_SOUTHEAST,16,0,0x103E
primary/general,175,0x00AF,0,MB_NORMAL,0,0,0x0000
primary/general,176,0x00B0,16,MB_POND_WATER,16,0,0x1010
primary/general,177,0x00B1,16,MB_POND_WATER,16,0,0x1010
primary/general,178,0x00B2,16,MB_POND_WATER,16,0,0x1010
primary/general,179,0x00B3,19,MB_WATERFALL,16,0,0x1013
primary/general,180,0x00B4,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,181,0x00B5,0,MB_NORMAL,0,0,0x0000
primary/general,182,0x00B6,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,183,0x00B7,0,MB_NORMAL,0,0,0x0000
primary/general,184,0x00B8,16,MB_POND_WATER,16,0,0x1010
primary/general,185,0x00B9,19,MB_WATERFALL,0,0,0x0013
primary/general,186,0x00BA,16,MB_POND_WATER,16,0,0x1010
primary/general,187,0x00BB,19,MB_WATERFALL,16,0,0x1013
primary/general,188,0x00BC,19,MB_WATERFALL,16,0,0x1013
primary/general,189,0x00BD,16,MB_POND_WATER,0,0,0x0010
primary/general,190,0x00BE,12,MB_MOUNTAIN_TOP,16,0,0x100C
primary/general,191,0x00BF,12,MB_MOUNTAIN_TOP,16,0,0x100C
primary/general,192,0x00C0,16,MB_POND_WATER,16,0,0x1010
primary/general,193,0x00C1,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,194,0x00C2,16,MB_POND_WATER,16,0,0x1010
primary/general,195,0x00C3,16,MB_POND_WATER,16,0,0x1010
primary/general,196,0x00C4,16,MB_POND_WATER,16,0,0x1010
primary/general,197,0x00C5,16,MB_POND_WATER,16,0,0x1010
primary/general,198,0x00C6,0,MB_NORMAL,0,0,0x0000
primary/general,199,0x00C7,0,MB_NORMAL,0,0,0x0000
primary/general,200,0x00C8,22,MB_PUDDLE,16,0,0x1016
primary/general,201,0x00C9,22,MB_PUDDLE,16,0,0x1016
primary/general,202,0x00CA,22,MB_PUDDLE,16,0,0x1016
primary/general,203,0x00CB,16,MB_POND_WATER,16,0,0x1010
primary/general,204,0x00CC,16,MB_POND_WATER,16,0,0x1010
primary/general,205,0x00CD,16,MB_POND_WATER,16,0,0x1010
primary/general,206,0x00CE,0,MB_NORMAL,0,0,0x0000
primary/general,207,0x00CF,0,MB_NORMAL,0,0,0x0000
primary/general,208,0x00D0,22,MB_PUDDLE,16,0,0x1016
primary/general,209,0x00D1,22,MB_PUDDLE,16,0,0x1016
primary/general,210,0x00D2,22,MB_PUDDLE,16,0,0x1016
primary/general,211,0x00D3,0,MB_NORMAL,0,0,0x0000
primary/general,212,0x00D4,0,MB_NORMAL,0,0,0x0000
primary/general,213,0x00D5,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,214,0x00D6,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,215,0x00D7,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,216,0x00D8,22,MB_PUDDLE,16,0,0x1016
primary/general,217,0x00D9,22,MB_PUDDLE,16,0,0x1016
primary/general,218,0x00DA,22,MB_PUDDLE,16,0,0x1016
primary/general,219,0x00DB,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,220,0x00DC,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,221,0x00DD,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,222,0x00DE,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,223,0x00DF,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,224,0x00E0,0,MB_NORMAL,16,0,0x1000
primary/general,225,0x00E1,0,MB_NORMAL,16,0,0x1000
primary/general,226,0x00E2,0,MB_NORMAL,16,0,0x1000
primary/general,227,0x00E3,0,MB_NORMAL,16,0,0x1000
primary/general,228,0x00E4,0,MB_NORMAL,16,0,0x1000
primary/general,229,0x00E5,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,230,0x00E6,59,MB_JUMP_SOUTH,16,0,0x103B
primary/general,231,0x00E7,0,MB_NORMAL,0,0,0x0000
primary/general,232,0x00E8,208,MB_MUDDY_SLOPE,0,0,0x00D0
primary/general,233,0x00E9,208,MB_MUDDY_SLOPE,0,0,0x00D0
primary/general,234,0x00EA,208,MB_MUDDY_SLOPE,0,0,0x00D0
primary/general,235,0x00EB,208,MB_MUDDY_SLOPE,0,0,0x00D0
primary/general,236,0x00EC,213,MB_VERTICAL_RAIL,16,0,0x10D5
primary/general,237,0x00ED,212,MB_ISOLATED_HORIZONTAL_RAIL,16,0,0x10D4
primary/general,238,0x00EE,0,MB_NORMAL,0,0,0x0000
primary/general,239,0x00EF,0,MB_NORMAL,0,0,0x0000
primary/general,240,0x00F0,214,MB_HORIZONTAL_RAIL,16,0,0x10D6
primary/general,241,0x00F1,214,MB_HORIZONTAL_RAIL,16,0,0x10D6
primary/general,242,0x00F2,214,MB_HORIZONTAL_RAIL,16,0,0x10D6
primary/general,243,0x00F3,211,MB_ISOLATED_VERTICAL_RAIL,16,0,0x10D3
primary/general,244,0x00F4,213,MB_VERTICAL_RAIL,16,0,0x10D5
primary/general,245,0x00F5,0,MB_NORMAL,16,0,0x1000
primary/general,246,0x00F6,0,MB_NORMAL,0,0,0x0000
primary/general,247,0x00F7,213,MB_VERTICAL_RAIL,16,0,0x10D5
primary/general,248,0x00F8,0,MB_NORMAL,16,0,0x1000
primary/general,249,0x00F9,0,MB_NORMAL,16,0,0x1000
primary/general,250,0x00FA,0,MB_NORMAL,16,0,0x1000
primary/general,251,0x00FB,214,MB_HORIZONTAL_RAIL,16,0,0x10D6
primary/general,252,0x00FC,213,MB_VERTICAL_RAIL,16,0,0x10D5
primary/general,253,0x00FD,214,MB_HORIZONTAL_RAIL,16,0,0x10D6
primary/general,254,0x00FE,57,MB_JUMP_WEST,16,0,0x1039
primary/general,255,0x00FF,56,MB_JUMP_EAST,16,0,0x1038
primary/general,256,0x0100,0,MB_NORMAL,0,0,0x0000
primary/general,257,0x0101,0,MB_NORMAL,0,0,0x0000
primary/general,258,0x0102,0,MB_NORMAL,0,0,0x0000
primary/general,259,0x0103,0,MB_NORMAL,0,0,0x0000
primary/general,260,0x0104,0,MB_NORMAL,0,0,0x0000
primary/general,261,0x0105,0,MB_NORMAL,0,0,0x0000
primary/general,262,0x0106,57,MB_JUMP_WEST,16,0,0x1039
primary/general,263,0x0107,56,MB_JUMP_EAST,16,0,0x1038
primary/general,264,0x0108,0,MB_NORMAL,0,0,0x0000
primary/general,265,0x0109,0,MB_NORMAL,0,0,0x0000
primary/general,266,0x010A,0,MB_NORMAL,0,0,0x0000
primary/general,267,0x010B,0,MB_NORMAL,0,0,0x0000
primary/general,268,0x010C,160,MB_BERRY_TREE_SOIL,0,0,0x00A0
primary/general,269,0x010D,0,MB_NORMAL,0,0,0x0000
primary/general,270,0x010E,57,MB_JUMP_WEST,16,0,0x1039
primary/general,271,0x010F,56,MB_JUMP_EAST,16,0,0x1038
primary/general,272,0x0110,0,MB_NORMAL,0,0,0x0000
primary/general,273,0x0111,0,MB_NORMAL,0,0,0x0000
primary/general,274,0x0112,0,MB_NORMAL,0,0,0x0000
primary/general,275,0x0113,0,MB_NORMAL,0,0,0x0000
primary/general,276,0x0114,0,MB_NORMAL,0,0,0x0000
primary/general,277,0x0115,0,MB_NORMAL,0,0,0x0000
primary/general,278,0x0116,57,MB_JUMP_WEST,16,0,0x1039
primary/general,279,0x0117,56,MB_JUMP_EAST,16,0,0x1038
primary/general,280,0x0118,0,MB_NORMAL,0,0,0x0000
primary/general,281,0x0119,0,MB_NORMAL,0,0,0x0000
primary/general,282,0x011A,0,MB_NORMAL,0,0,0x0000
primary/general,283,0x011B,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,284,0x011C,33,MB_SAND,16,0,0x1021
primary/general,285,0x011D,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,286,0x011E,57,MB_JUMP_WEST,16,0,0x1039
primary/general,287,0x011F,56,MB_JUMP_EAST,16,0,0x1038
primary/general,288,0x0120,0,MB_NORMAL,0,0,0x0000
primary/general,289,0x0121,0,MB_NORMAL,0,0,0x0000
primary/general,290,0x0122,0,MB_NORMAL,0,0,0x0000
primary/general,291,0x0123,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,292,0x0124,33,MB_SAND,16,0,0x1021
primary/general,293,0x0125,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,294,0x0126,57,MB_JUMP_WEST,16,0,0x1039
primary/general,295,0x0127,56,MB_JUMP_EAST,16,0,0x1038
primary/general,296,0x0128,0,MB_NORMAL,0,0,0x0000
primary/general,297,0x0129,0,MB_NORMAL,0,0,0x0000
primary/general,298,0x012A,0,MB_NORMAL,0,0,0x0000
primary/general,299,0x012B,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,300,0x012C,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,301,0x012D,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,302,0x012E,160,MB_BERRY_TREE_SOIL,0,0,0x00A0
primary/general,303,0x012F,160,MB_BERRY_TREE_SOIL,0,0,0x00A0
primary/general,304,0x0130,0,MB_NORMAL,0,0,0x0000
primary/general,305,0x0131,0,MB_NORMAL,16,0,0x1000
primary/general,306,0x0132,0,MB_NORMAL,16,0,0x1000
primary/general,307,0x0133,0,MB_NORMAL,16,0,0x1000
primary/general,308,0x0134,0,MB_NORMAL,16,0,0x1000
primary/general,309,0x0135,0,MB_NORMAL,0,0,0x0000
primary/general,310,0x0136,0,MB_NORMAL,0,0,0x0000
primary/general,311,0x0137,0,MB_NORMAL,0,0,0x0000
primary/general,312,0x0138,0,MB_NORMAL,0,0,0x0000
primary/general,313,0x0139,0,MB_NORMAL,0,0,0x0000
primary/general,314,0x013A,0,MB_NORMAL,0,0,0x0000
primary/general,315,0x013B,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,316,0x013C,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,317,0x013D,33,MB_SAND,16,0,0x1021
primary/general,318,0x013E,33,MB_SAND,16,0,0x1021
primary/general,319,0x013F,0,MB_NORMAL,0,0,0x0000
primary/general,320,0x0140,0,MB_NORMAL,0,0,0x0000
primary/general,321,0x0141,0,MB_NORMAL,0,0,0x0000
primary/general,322,0x0142,0,MB_NORMAL,0,0,0x0000
primary/general,323,0x0143,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,324,0x0144,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,325,0x0145,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,326,0x0146,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,327,0x0147,17,MB_INTERIOR_DEEP_WATER,16,0,0x1011
primary/general,328,0x0148,0,MB_NORMAL,16,0,0x1000
primary/general,329,0x0149,0,MB_NORMAL,16,0,0x1000
primary/general,330,0x014A,0,MB_NORMAL,16,0,0x1000
primary/general,331,0x014B,0,MB_NORMAL,0,0,0x0000
primary/general,332,0x014C,160,MB_BERRY_TREE_SOIL,0,0,0x00A0
primary/general,333,0x014D,0,MB_NORMAL,0,0,0x0000
primary/general,334,0x014E,18,MB_DEEP_WATER,16,0,0x1012
primary/general,335,0x014F,18,MB_DEEP_WATER,16,0,0x1012
primary/general,336,0x0150,0,MB_NORMAL,16,0,0x1000
primary/general,337,0x0151,0,MB_NORMAL,16,0,0x1000
primary/general,338,0x0152,0,MB_NORMAL,16,0,0x1000
primary/general,339,0x0153,0,MB_NORMAL,16,0,0x1000
primary/general,340,0x0154,0,MB_NORMAL,16,0,0x1000
primary/general,341,0x0155,0,MB_NORMAL,16,0,0x1000
primary/general,342,0x0156,17,MB_INTERIOR_DEEP_WATER,16,0,0x1011
primary/general,343,0x0157,23,MB_SHALLOW_WATER,0,0,0x0017
primary/general,344,0x0158,0,MB_NORMAL,16,0,0x1000
primary/general,345,0x0159,0,MB_NORMAL,16,0,0x1000
primary/general,346,0x015A,0,MB_NORMAL,16,0,0x1000
primary/general,347,0x015B,0,MB_NORMAL,16,0,0x1000
primary/general,348,0x015C,0,MB_NORMAL,16,0,0x1000
primary/general,349,0x015D,0,MB_NORMAL,16,0,0x1000
primary/general,350,0x015E,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,351,0x015F,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,352,0x0160,0,MB_NORMAL,16,0,0x1000
primary/general,353,0x0161,0,MB_NORMAL,16,0,0x1000
primary/general,354,0x0162,0,MB_NORMAL,16,0,0x1000
primary/general,355,0x0163,0,MB_NORMAL,16,0,0x1000
primary/general,356,0x0164,0,MB_NORMAL,16,0,0x1000
primary/general,357,0x0165,0,MB_NORMAL,16,0,0x1000
primary/general,358,0x0166,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,359,0x0167,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,360,0x0168,0,MB_NORMAL,16,0,0x1000
primary/general,361,0x0169,0,MB_NORMAL,16,0,0x1000
primary/general,362,0x016A,0,MB_NORMAL,16,0,0x1000
primary/general,363,0x016B,0,MB_NORMAL,16,0,0x1000
primary/general,364,0x016C,0,MB_NORMAL,16,0,0x1000
primary/general,365,0x016D,0,MB_NORMAL,16,0,0x1000
primary/general,366,0x016E,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,367,0x016F,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,368,0x0170,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,369,0x0171,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,370,0x0172,21,MB_OCEAN_WATER,0,0,0x0015
primary/general,371,0x0173,12,MB_MOUNTAIN_TOP,16,0,0x100C
primary/general,372,0x0174,21,MB_OCEAN_WATER,0,0,0x0015
primary/general,373,0x0175,0,MB_NORMAL,0,0,0x0000
primary/general,374,0x0176,0,MB_NORMAL,0,0,0x0000
primary/general,375,0x0177,0,MB_NORMAL,16,0,0x1000
primary/general,376,0x0178,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,377,0x0179,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,378,0x017A,0,MB_NORMAL,16,0,0x1000
primary/general,379,0x017B,12,MB_MOUNTAIN_TOP,0,0,0x000C
primary/general,380,0x017C,0,MB_NORMAL,16,0,0x1000
primary/general,381,0x017D,0,MB_NORMAL,16,0,0x1000
primary/general,382,0x017E,0,MB_NORMAL,16,0,0x1000
primary/general,383,0x017F,0,MB_NORMAL,16,0,0x1000
primary/general,384,0x0180,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,385,0x0181,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,386,0x0182,0,MB_NORMAL,16,0,0x1000
primary/general,387,0x0183,16,MB_POND_WATER,16,0,0x1010
primary/general,388,0x0184,0,MB_NORMAL,16,0,0x1000
primary/general,389,0x0185,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,390,0x0186,23,MB_SHALLOW_WATER,16,0,0x1017
primary/general,391,0x0187,0,MB_NORMAL,0,0,0x0000
primary/general,392,0x0188,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,393,0x0189,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,394,0x018A,21,MB_OCEAN_WATER,16,0,0x1015
primary/general,395,0x018B,16,MB_POND_WATER,16,0,0x1010
primary/general,396,0x018C,0,MB_NORMAL,16,0,0x1000
primary/general,397,0x018D,23,MB_SHALLOW_WATER,16,0,0x1017
